movieId,ml_title,search_title,year,tmdb_id,tmdb_title,poster_url,overview,tagline,tmdb_genres,keywords,cast,director,runtime,popularity,vote_average,vote_count,release_date
41,Richard III (1995),Richard III,1995,31174,Richard III,https://image.tmdb.org/t/p/w500/cBg1AMH1ucPsDlNMfcHlrreQXQX.jpg,"Having helped his brother King Edward IV take the throne of England, the jealous hunchback Richard, Duke of Gloucester, plots to seize power for himself. Masterfully deceiving and plotting against nearly everyone in the royal court, including his eventual wife, Lady Anne, and his brother George, Duke of Clarence, Richard orchestrates a bloody rise to power before finding all his gains jeopardized by those he betrayed.","I can smile, and murder while I smile",Drama|War,england|kidnapping|murder|king,Ian McKellen|Annette Bening|Jim Broadbent|Robert Downey Jr.|Kristin Scott Thomas,Richard Loncraine,104,1.1766,6.8,195,1995-12-29
42,Dead Presidents (1995),Dead Presidents,1995,11443,Dead Presidents,https://image.tmdb.org/t/p/w500/eGfsSXizR11tTHVo0kuOOFPAxZt.jpg,On the streets they call cash dead presidents. And that's just what a Vietnam veteran is after when he returns home from the war only to find himself drawn into a life of crime. With the aid of his fellow vets he plans the ultimate heist -- a daring robbery of an armored car filled with unmarked U.S. currency!,The only color that counts is green.,Crime|Drama|Action,"new york city|vietnam|drug abuse|post-traumatic stress disorder (ptsd)|war veteran|1970s|minister|male friendship|redemption|loss of virginity|heist|money|milkman|battlefield|high school graduation|revolutionary|courtroom|mercy killing|armored truck|bronx, new york city|medic|1960s|war trauma|african american|economic struggle",Larenz Tate|Keith David|Chris Tucker|Freddy Rodríguez|Rose Jackson,Albert Hughes|Allen Hughes,119,2.4391,6.688,324,1995-09-29
43,Restoration (1995),Restoration,1995,35196,Restoration,https://image.tmdb.org/t/p/w500/z1YM3WFZnF2NwHT5IRGYUcvZBSl.jpg,"An aspiring young physician, Robert Merivel found himself in the service of King Charles II and saves the life of someone close to the King. Merivel joins the King's court and lives the high life provided to someone of his position. Merivel is ordered to marry his King's mistress in order to divert the queens suspicions. He is given one order by the king and that is not to fall in love. The situation worsens when Merivel finds himself in love with his new wife. Eventually, the King finds out and relieves Merivel of his position and wealth. His fall from grace leaves Merivel where he first started. And through his travels and reunions with an old friend, he rediscovers his love for true medicine and what it really means to be a physician.","An ordinary man, an irresistible offer. In a world of seduction and power, temptation has its price.",Drama|Romance,jealousy|court|fountain|medicine|wealth|spaniel|gloves|17th century|british monarchy,Robert Downey Jr.|Meg Ryan|Sam Neill|David Thewlis|Hugh Grant,Michael Hoffman,117,1.425,6.093,135,1995-12-29
44,Mortal Kombat (1995),Mortal Kombat,1995,9312,Mortal Kombat,https://image.tmdb.org/t/p/w500/fcK7tzSSXMYiMN8E9KlZJL1BYyp.jpg,"For nine generations an evil sorcerer has been victorious in hand-to-hand battle against his mortal enemies. If he wins a tenth Mortal Kombat tournament, desolation and evil will reign over the multiverse forever. To save Earth, three warriors must overcome seemingly insurmountable odds, their own inner demons, and superhuman foes.",Nothing in this world has prepared you for this.,Action|Fantasy,island|martial arts|monster|saving the world|magic|villain|gore|god|alternate dimension|ninja|sorcerer|tournament|underground fighting|based on video game|ghost|nostalgic|hand to hand combat|warrior|action hero|supernatural power|mortal kombat|good versus evil,Robin Shou|Cary-Hiroyuki Tagawa|Linden Ashby|Bridgette Wilson-Sampras|Christopher Lambert,Paul W. S. Anderson,101,19.9148,5.887,2533,1995-08-18
45,To Die For (1995),To Die For,1995,577,To Die For,https://image.tmdb.org/t/p/w500/whz4bwvqE1OmQHIyqHdZD8jU9CO.jpg,"Suzanne Stone wants to be a world-famous news anchor and she is willing to do anything to get what she wants. What she lacks in intelligence, she makes up for in cold determination and diabolical wiles. As she pursues her goal with relentless focus, she is forced to destroy anything and anyone that may stand in her way, regardless of the ultimate cost or means necessary.",All she wanted was a little attention.,Drama|Comedy|Crime,pedophilia|adultery|based on novel or book|winter|obsession|housewife|new hampshire|mockumentary|mafia|newswoman|ice skating|murder trial|narcissistic personality disorder|satirical|fame-seeking|tv presenter|weather girl|punks|punk kids,Nicole Kidman|Matt Dillon|Joaquin Phoenix|Casey Affleck|Illeana Douglas,Gus Van Sant,106,3.1096,6.596,879,1995-09-22
46,How to Make an American Quilt (1995),How to Make an American Quilt,1995,11861,How to Make an American Quilt,https://image.tmdb.org/t/p/w500/pI9UAemlWgdrnjRgYJsbTk8BSJc.jpg,"Soon-to-be-wed graduate student Finn Dodd develops cold feet when she suspects her fiancé is cheating on her. In order to clear her head, Finn visits her grandmother, Hy, and great aunt, Glady Joe Cleary, in Grasse, Calif. There, Finn learns that Hy and Glady Joe are members of a group of passionate quilters, and over the course of her visit she is regaled with tales of love and life by women who have collected rich experiences and much wisdom.",There's beauty in the patterns of life.,Drama|Romance,marriage proposal|wedding vows|married couple|marriage|monogamy|advice|quilt|love|family holiday|extramarital affair|grandmother|woman director,Winona Ryder|Anne Bancroft|Ellen Burstyn|Kate Nelligan|Jean Simmons,Jocelyn Moorhouse,116,1.8549,6.396,197,1995-10-06
47,Seven (Se7en) (1995),Seven (Se7en),1995,807,Se7en,https://image.tmdb.org/t/p/w500/191nKfP0ehp3uIvWqgPbFmI4lv9.jpg,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Somerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",Gluttony. Greed. Sloth. Envy. Wrath. Pride. Lust.,Crime|Mystery|Thriller,rage and hate|police|s.w.a.t.|sadism|self-fulfilling prophecy|psychopath|detective|investigation|insomnia|murder|serial killer|religion|shootout|corpse|seven deadly sins|depravity|neo-noir|urban gothic|suspenseful|seven: los siete pecados capitales,Morgan Freeman|Brad Pitt|Gwyneth Paltrow|John Cassini|Peter Crombie,David Fincher,127,30.542,8.4,23039,1995-09-22
48,Pocahontas (1995),Pocahontas,1995,10530,Pocahontas,https://image.tmdb.org/t/p/w500/kZ1ft0QZ4e3zDUPMBftEkwI9ftd.jpg,"Pocahontas, daughter of a Native American tribe chief, falls in love with an English soldier as colonists invade 17th century Virginia.",An American legend comes to life.,Adventure|Animation|Family|Romance,"culture clash|cartoon|villain|colony|forbidden love|musical|native american|unrequited love|interracial romance|colonisation|virginia|star crossed lovers|intercultural relationship|based on myths, legends or folklore|17th century|shamanism|animal sidekick|search for gold|1600s",Irene Bedard|Mel Gibson|David Ogden Stiers|John Kassir|Christian Bale,Mike Gabriel|Eric Goldberg,81,6.7087,6.912,6058,1995-06-16
49,When Night Is Falling (1995),When Night Is Falling,1995,8391,When Night Is Falling,https://image.tmdb.org/t/p/w500/6Ac5GLwJ01uli5mCXqXwquR36Y1.jpg,"Camille is a professor at a Protestant college and is in a long-term relationship with Martin, a respected minister and fellow professor. When Camille meets Petra, a bold and flamboyant performer in a circus troupe, she is inexplicably drawn. Pursuing Petra, Camille throws her whole conservative life into disarray.",A visual treat on lust.,Drama|Romance,professor|lgbt|woman director|lesbian,Pascale Bussières|Rachael Crawford|Henry Czerny|David Fox|Don McKellar,Patricia Rozema,96,1.6817,6.283,92,1995-02-01
50,"Usual Suspects, The (1995)","Usual Suspects, The",1995,629,The Usual Suspects,https://image.tmdb.org/t/p/w500/99X2SgyFunJFXGAYnDv3sb9pnUD.jpg,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.",Five criminals. One line up. No coincidence.,Drama|Crime|Thriller,"new york city|robbery|relatives|heist|flashback|police corruption|whodunit|los angeles, california|theft|criminal|criminal mastermind|cargo ship|mind game|neo-noir|mystery villain|suspenseful|intense|excited|rashomon effect",Stephen Baldwin|Gabriel Byrne|Benicio del Toro|Kevin Pollak|Kevin Spacey,Bryan Singer,106,13.3612,8.171,11380,1995-07-19
51,Guardian Angel (1994),Guardian Angel,1994,117164,Guardian Angel,https://image.tmdb.org/t/p/w500/AoRBM85EbRY9U0jtgy88DtV99Jl.jpg,"Detective-turned-bodyguard Cynthia McKay is hired by a psychotic, icy seductress, Nina Lindell, the same woman who killed McKay's lover months earlier.  With vendetta in her heart, McKay accompanies a flamboyantly playful womanizer through the glamorous world of the super-rich, as his protector.  In a unique role reversal, it is the woman protecting the man from another woman, erupting into a deadly triangle of passion, suspense and action.",She's no angel of mercy.,Action|Thriller|Drama,martial arts|helicopter|bodyguard|police officer killed|boat chase|police officer|female martial artist|female police officer|police surveillance|counterfeit money|mental hospital|murder of a police officer|jetski|corrupt cop|female bodyguard|shooting a police officer|speedboat chase|horse polo,Cynthia Rothrock|Marshall R. Teague|Daniel McVicar|Lydie Denier|John O'Leary,Richard W. Munchkin,97,0.9714,4.7,18,1994-11-14
52,Mighty Aphrodite (1995),Mighty Aphrodite,1995,11448,Mighty Aphrodite,https://image.tmdb.org/t/p/w500/ice135yQZp4iX2SgCmd90nKgS5j.jpg,"When Lenny and his wife, Amanda, adopt a baby, Lenny realizes that his son is a genius and becomes obsessed with finding the boy's biological mother in hopes that she will be brilliant too. But when he learns that Max's mother is Linda Ash, a kindhearted prostitute and porn star, Lenny is determined to reform her immoral lifestyle. A Greek chorus chimes in to relate the plot to Greek mythology in this quirky comedy.","Of all human weaknesses, obsession is the most dangerous, and the silliest!",Comedy|Romance,prostitute|adoption|adoptive father|child prodigy|childlessness|looking for  birth parents|porn star|adoptive mother|illegal prostitution|pygmalion|kids|adopted son,Woody Allen|Mira Sorvino|Helena Bonham Carter|F. Murray Abraham|Donald Symington,Woody Allen,95,2.2394,6.735,742,1995-09-13
53,Lamerica (1994),Lamerica,1994,49133,Lamerica,https://image.tmdb.org/t/p/w500/nnLpA4mqb3gvhNJQZ00cOyBmeq3.jpg,"Fiore, an Italian conman, arrives in post Communist Albania with Gino, his young apprentice, to set up a shoe factory that will never open. The con requires a native Albanian, so they designate Spiro, an impoverished and confused former political prisoner as chairman of the board. When Fiore returns to Italy to get government funds for the project, Spiro unexpectedly disappears and Gino sets out on a journey to find him. The search leads him to discover Spiro's tragic personal history and witness Albanian poverty firsthand.",,Drama,,Enrico Lo Verso|Michele Placido|Piro Milkani|Carmelo Di Mazzarelli|Elida Janushi,Gianni Amelio,112,0.4721,7.143,63,1994-09-09
54,"Big Green, The (1995)","Big Green, The",1995,26441,The Big Green,https://image.tmdb.org/t/p/w500/nVHqIuBTcTLmAIrML7T704UwfNI.jpg,"In a depressed Texas town, British foreign exchange teacher Anna attempts to inject some life into her hopeless kids by introducing them to soccer. They're terrible at first, but Anna and her football-hero assistant whip them into shape. As they work overtime, the pair help kids build their self-esteem and also get involved in solving family squabbles.",The biggest kick of the year!,Family|Comedy,sports|football (soccer)|woman director,Olivia D'Abo|Steve Guttenberg|Chauncey Leopardi|Patrick Renna|Billy L. Sullivan,Holly Goldberg Sloan,100,1.4637,5.599,202,1995-09-29
55,Georgia (1995),Georgia,1995,97406,Georgia,https://image.tmdb.org/t/p/w500/uXjfK404xo7SiVlFcAoRyaFqXR4.jpg,"Sadie looks up to her older sister Georgia, a successful folk singer. Unfortunately it is this very obsession — coupled with her self-destructive tendencies and rampant drug abuse — that keeps her spiraling down the drain.",The toughest act to follow was their dreams.,Drama,"sibling relationship|alcohol|heroin|seattle, washington|artist|singer|drugs|folk singer|sister sister relationship",Jennifer Jason Leigh|Mare Winningham|Ted Levine|Max Perlich|John Doe,Ulu Grosbard,115,0.7975,5.745,47,1995-05-19
56,Kids of the Round Table (1995),Kids of the Round Table,1995,124057,Kids of the Round Table,https://image.tmdb.org/t/p/w500/1y8KAZOKrdmTI2sddcilcbRsMtI.jpg,"Set in modern times, Alex finds King Arthur's sword Excalibur and must prove himself worthy of it.",,Family|Fantasy|Comedy|Adventure,sword|king arthur|excalibur,Johnny Morina|Malcolm McDowell|Maggie Castle|James Rae|Michael Ironside,Robert Tinnell,89,0.4463,5.111,9,1995-12-15
57,Home for the Holidays (1995),Home for the Holidays,1995,9089,Home for the Holidays,https://image.tmdb.org/t/p/w500/3zqlKdOttWyExzopVxglz50Vjxq.jpg,"After losing her job, making out with her soon-to-be former boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson faces spending the holiday with her unhinged family.","On the fourth Thursday in November, 84 million American families will gather together... And wonder why.",Comedy|Drama|Romance,"holiday|generations conflict|baltimore, usa|thanksgiving|family clan|family conflict|woman director|christmas",Holly Hunter|Robert Downey Jr.|Anne Bancroft|Charles Durning|Dylan McDermott,Jodie Foster,103,1.6848,6.245,192,1995-11-02
58,"Postino, Il (The Postman) (1994)","Postino, Il (The Postman)",1994,11010,The Postman,https://image.tmdb.org/t/p/w500/cUaCpjVDefYShKyLmkcDsiPaBHn.jpg,Simple Italian postman learns to love poetry while delivering mail to a famous poet; he uses this to woo local beauty Beatrice.,Dreams do come true.,Comedy|Drama|Romance,"island|fisherman|letter|postman|poet|naples, italy|love|poverty|1950s",Massimo Troisi|Philippe Noiret|Maria Grazia Cucinotta|Renato Scarpa|Linda Moretti,Michael Radford,114,1.8428,7.917,1215,1994-09-22
